Project ID,Project Status,Project Name,Street Number,Street Name,Street Type,Zip Code,Housing Tenure,Section 415 Declaration,Entitlement Approval Date,Actual/Estimated Completion Date,Planning Case Number,Property Information Map Link,Planning Entitlements,Project Units,Affordable Units,Units Subject to Section 415,On-Site Affordable Units,Off-Site Affordable Units,Off-Site Affordable Units at This Site,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,30% AMI,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,120% AMI,150% AMI,Supervisor District,Neighborhood,Planning Neighborhood,Plan Area,Off-Site Principal Project ID,Off-Site Principal Project,Off-Site Project ID,Off-Site Project,Latitude,Longitude,Location
1997-005,(6) Complete,388 Beale,388,Beale,St,94105,Rental,On-site BMR Project,09/18/1997,06/25/2003,1997.404,http://propertymap.sfplanning.org/?search=1997.404,1997.404C,23,23,23,23,0,0,0,0,11,11,1,0,0,0,0,1,8,0,7,7,0,6,South of Market,Financial District/South Beach,Rincon Hill,0,0,0,0,37.78760206,-122.3919107,POINT (-122.3919107 37.78760206)
1999-001,(6) Complete,Providence,1701,19th,Ave,94122,Ownership,On-site BMR Project,11/19/1996,03/24/2003,1997.210,http://propertymap.sfplanning.org/?search=1997.210,"1997.210A,1997.210C,1997.210E,1997.210L",81,8,81,8,0,0,0,0,0,5,3,0,0,0,0,0,0,0,8,0,0,4,Outer Sunset,Sunset/Parkside,,0,0,0,0,37.7565927,-122.4771671,POINT (-122.4771671 37.7565927)
2006-006,(6) Complete,"Trinity Plaza Apartments, Phase III",33,8th,St,94103,Rental,On-site BMR Project,08/03/2006,10/16/2017,2002.1179,http://propertymap.sfplanning.org/?search=2002.1179,"2002.1179C,2002.1179E,2002.1179K,2002.1179M,2002.1179Q,2002.1179T,2002.1179W,2002.1179X,2002.1179Z",540,82,540,82,0,0,0,3,66,13,0,0,0,0,82,0,0,0,0,0,0,6,South of Market,South of Market,Downtown,0,0,0,0,37.77845686,-122.413427,POINT (-122.413427 37.77845686)
2017-021,(3) Design with Entitlements Approved,1540 Market Street,1540,Market,St,94102,Unknown,Fee Payment,06/15/2017,06/13/2024,2009.0159,http://propertymap.sfplanning.org/?search=2009.0159,"2009.0159CUA,2009.0159E,2009.0159E_3,2009.0159GPA,2009.0159IKA,2009.0159K,2009.0159MAP,2009.0159VAR,2009.0159X",304,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Downtown/Civic Center,Hayes Valley,Downtown,0,0,0,0,37.77511296,-122.4198399,POINT (-122.4198399 37.77511296)
2014-028,(5) First Construction Document Issued,815-825 Tennessee,815-825,Tennessee,St,94107,Ownership,On-site BMR Project,10/16/2014,10/30/2018,2013.0220,http://propertymap.sfplanning.org/?search=2013.0220,"2013.0220CND,2013.0220E,2013.0220K,2013.0220PPA,2013.0220U,2013.0220X",69,10,69,10,0,0,0,0,4,5,1,0,0,0,0,0,0,10,0,0,0,10,Potrero Hill,Potrero Hill,Central Waterfront (EN),0,0,0,0,37.76136542,-122.3892639,POINT (-122.3892639 37.76136542)
2002-007,(6) Complete,222 Valencia,222,Valencia,St,94103,Ownership,On-site BMR Project,02/07/2002,03/20/2003,2001.0671,http://propertymap.sfplanning.org/?search=2001.0671,"2001.0671C,2001.0671D,2001.0671E,2001.0671K,2001.0671Q",10,1,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,Mission,Mission,Market and Octavia,0,0,0,0,37.7694432,-122.4226232,POINT (-122.4226232 37.7694432)
2008-028,(6) Complete,The Century,2200,Market,St,94114,Ownership,On-site BMR Project,12/11/2008,02/18/2014,2006.1409,http://propertymap.sfplanning.org/?search=2006.1409,"2006.1409D,2006.1409E,2006.1409K,2006.1409Q",22,3,22,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,8,Castro/Upper Market,Castro/Upper Market,Market and Octavia,0,0,0,0,37.76578937,-122.431598,POINT (-122.431598 37.76578937)
2013-058,(6) Complete,"100 Van Ness, Phase I",100,Van Ness,Ave,94102,Rental,On-site BMR Project,02/07/2013,09/29/2016,2013.0068,http://propertymap.sfplanning.org/?search=2013.0068,2013.0068X,400,48,400,48,0,0,0,6,24,18,0,0,0,0,48,0,0,0,0,0,0,6,Downtown/Civic Center,Tenderloin,"Downtown, Market and Octavia",0,0,0,0,37.77672111,-122.4191773,POINT (-122.4191773 37.77672111)
1996-001,(6) Complete,1301 San Jose/Glen Court,1301,San Jose,Ave,94112,Ownership,On-site BMR Project,04/04/1996,04/03/2003,1996.085,http://propertymap.sfplanning.org/?search=1996.085,"1996.085C,1996.085E,1996.085S",31,3,31,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,Bernal Heights,Outer Mission,,0,0,0,0,37.73374093,-122.4298802,POINT (-122.4298802 37.73374093)
2005-010,(6) Complete,Summit 800,800,Brotherhood,Way,94132,Ownership,Off-site BMR Project,05/19/2005,02/13/2015,2003.0536,http://propertymap.sfplanning.org/?search=2003.0536,"2003.0536C,2003.0536E,2003.0536Q,2003.0536R,2003.0536S,2003.0536S_3",182,0,182,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Lakeshore,Lakeshore,Parkmerced,0,0,"2012-007, 2010-009","Candlestick Heights, 1 Capitol",37.71509189,-122.4764909,POINT (-122.4764909 37.71509189)
2006-011,(6) Complete,1 Hawthorne,1,Hawthorne,St,94105,Ownership,Fee Payment,03/23/2006,04/14/2010,2004.0852,http://propertymap.sfplanning.org/?search=2004.0852,"2004.0852C,2004.0852E,2004.0852K,2004.0852M,2004.0852V,2004.0852X,2004.0852Z",165,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Financial District,Financial District/South Beach,"Central SoMa, Downtown, Transit Center District, Yerba Buena",0,0,0,0,37.78581743,-122.3988679,POINT (-122.3988679 37.78581743)
1998-003,(6) Complete,Carlin Senior Apartments,286,Valencia,St,94103,Rental,On-site BMR Project,05/05/1998,06/29/2000,1996.618,http://propertymap.sfplanning.org/?search=1996.618,"1996.618E,1996.618K",36,4,36,4,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,8,Mission,Mission,Market and Octavia,0,0,0,0,37.76830415,-122.4225314,POINT (-122.4225314 37.76830415)
2003-015,(6) Complete,The Palms,555-557,04th,St,94107,Ownership,Off-site BMR Project,07/10/2003,07/08/2010,2003.0466,http://propertymap.sfplanning.org/?search=2003.0466,"2003.0466C,2003.0466Q",300,0,300,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,South of Market,"Central SoMa, East SoMa (EN), South of Market",0,0,2005-004,Galvin Apartments,37.77942184,-122.3967125,POINT (-122.3967125 37.77942184)
2011-018,(6) Complete,2421 16th,2401,16th,St,94110,Ownership,On-site BMR Project,04/21/2011,02/27/2015,2006.0428,http://propertymap.sfplanning.org/?search=2006.0428,"2006.0428C,2006.0428E,2006.0428K",12,1,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,Mission,Mission,Mission (EN),0,0,0,0,37.76534183,-122.4107745,POINT (-122.4107745 37.76534183)
2012-016,(5) First Construction Document Issued,33 Tehama,41,Tehama,St,94105,Rental,On-site BMR Project,11/14/2013,01/11/2018,2013.0256,http://propertymap.sfplanning.org/?search=2013.0256,"2013.0256E,2013.0256E_3,2013.0256E_5,2013.0256K,2013.0256V,2013.0256X",398,60,398,60,0,0,0,7,32,21,0,0,0,0,60,0,0,0,0,0,0,6,Financial District,Financial District/South Beach,"Downtown, Transbay, Transit Center District",0,0,0,0,37.78722528,-122.3963085,POINT (-122.3963085 37.78722528)
2009-005,(6) Complete,2655 Bush,2655,Bush,St,94104,Unknown,Fee Payment,07/16/2009,02/27/2017,2005.1106,http://propertymap.sfplanning.org/?search=2005.1106,"13-078,13-079,2005.1106C,2005.1106E,2005.1106E_3,2005.1106E_4,2005.1106K",81,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Western Addition,Pacific Heights,,0,0,0,0,37.78582138,-122.44077,POINT (-122.44077 37.78582138)
2016-064,(3) Design with Entitlements Approved,2435-2445 16th,2345-2445,16th,St,94110,Ownership,On-site BMR Project,06/23/2016,06/22/2023,2014.1201,http://propertymap.sfplanning.org/?search=2014.1201,"2014.1201ENV,2014.1201ENX,2014.1201PPA,2014.1201SHD,2014.1201U",53,8,53,8,0,0,0,0,4,3,1,0,0,0,0,0,0,8,0,0,0,9,Mission,Mission,Mission (EN),0,0,0,0,37.76532087,-122.41112,POINT (-122.41112 37.76532087)
2002-002,(6) Complete,The Redstone,1450,Greenwich,St,94109,Ownership,On-site BMR Project,01/01/2002,12/30/2008,2139PRV,http://propertymap.sfplanning.org/?search=2139PRV,,24,4,24,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,2,Russian Hill,Russian Hill,Van Ness Corridor,0,0,0,0,37.80075645,-122.4235584,POINT (-122.4235584 37.80075645)
2003-020,(6) Complete,436 Clementina,436,Clementina,St,94103,Rental,On-site BMR Project,09/04/2003,07/23/2008,2002.0896,http://propertymap.sfplanning.org/?search=2002.0896,"05-053,2002.0896C",20,3,20,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,South of Market,South of Market,"Central SoMa, East SoMa (EN), South of Market",0,0,0,0,37.78012048,-122.4049361,POINT (-122.4049361 37.78012048)
2015-045,(5) First Construction Document Issued,363 6th,363,6th,St,94107,Rental,On-site BMR Project,10/15/2015,05/14/2020,2011.0586,http://propertymap.sfplanning.org/?search=2011.0586,"2011.0586CND,2011.0586E,2011.0586IKA,2011.0586K,2011.0586PPA,2011.0586U,2011.0586X",104,12,104,12,0,0,0,3,2,7,0,0,0,0,12,0,0,0,0,0,0,6,South of Market,South of Market,"Central SoMa, East SoMa (EN), South of Market",0,0,0,0,37.77804876,-122.4044467,POINT (-122.4044467 37.77804876)
2015-037,(3) Design with Entitlements Approved,"925 Mission - ""M-2 Site""","939, 941, 949",Mission,St,94103,Rental,On-site BMR Project,09/17/2015,09/15/2022,2011.0409,http://propertymap.sfplanning.org/?search=2011.0409,"2011.0409APL,2011.0409APL-02,2011.0409APL-03,2011.0409B,2011.0409CND,2011.0409CUA,2011.0409CUA-02,2011.0409CUA-03,2011.0409CUA-04,2011.0409CUA-05,2011.0409DVA,2011.0409E,2011.0409E_3,2011.0409K,2011.0409MAP,2011.0409OFA-02,2011.0409PCA,2011.0409PPA,2011.",288,58,288,58,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,6,South of Market,South of Market,"Central SoMa, Downtown, East SoMa (EN), South of Market",0,0,0,0,37.78173087,-122.4063091,POINT (-122.4063091 37.78173087)
2014-013,(6) Complete,2101-2155 Webster,2101-2155,Webster,St,94115,Ownership,Fee Payment,05/05/2014,02/22/2017,2013.0227,http://propertymap.sfplanning.org/?search=2013.0227,"2013.0227C,2013.0227E,2013.0227K,2013.0227U",76,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Pacific Heights,Pacific Heights,,0,0,0,0,37.79026715,-122.4331765,POINT (-122.4331765 37.79026715)
2011-028,(6) Complete,300 Ivy,401,Grove,St,94102,Ownership,On-site BMR Project,07/14/2011,06/30/2014,2011.0399,http://propertymap.sfplanning.org/?search=2011.0399,"2011.0399C,2011.0399Q",63,9,63,9,0,0,0,0,3,5,1,0,0,0,0,0,0,0,9,0,0,5,Western Addition,Hayes Valley,Market and Octavia,0,0,0,0,37.77749242,-122.4235604,POINT (-122.4235604 37.77749242)
2015-025,(5) First Construction Document Issued,750 Harrison,750,Harrison,St,94107,Rental,On-site BMR Project,06/04/2015,12/30/2018,2013.0485,http://propertymap.sfplanning.org/?search=2013.0485,"2013.0485CND,2013.0485E,2013.0485ENX,2013.0485U,2013.0485X_OLD,2014-003146SHD",79,9,79,9,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,South of Market,South of Market,"Central SoMa, East SoMa (EN)",0,0,0,0,37.78187326,-122.3987846,POINT (-122.3987846 37.78187326)
2005-031,(6) Complete,566 South Van Ness,566,South Van Ness,Ave,94110,Ownership,On-site BMR Project,03/03/2005,08/28/2007,2004.0458,http://propertymap.sfplanning.org/?search=2004.0458,"2004.0458C,2004.0458E,2004.0458E_3,2004.0458K,2004.0458V",34,4,34,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,0,0,9,Mission,Mission,Mission (EN),0,0,0,0,37.76399172,-122.4178196,POINT (-122.4178196 37.76399172)
2017-033,(3) Design with Entitlements Approved,793 South Van Ness,793,South Van Ness,Ave,94110,Rental,On-site BMR Project,12/14/2017,12/12/2024,2015-001360PRJ,http://propertymap.sfplanning.org/?search=2015-001360PRJ,"2015-001360CUA,2015-001360ENV,2015-001360PPA,2015-001360TDM",75,11,75,11,0,0,0,0,7,4,0,0,0,0,11,0,0,0,0,0,0,9,Mission,Mission,Mission (EN),0,0,0,0,37.76067284,-122.4167012,POINT (-122.4167012 37.76067284)
1992-005,(6) Complete,Portola Place,2601,Newhall,St,94124,Ownership,On-site BMR Project,08/27/1992,01/26/1998,1990.614,http://propertymap.sfplanning.org/?search=1990.614,"1990.614C,1990.614E,1990.614E_2,1990.614S",259,24,259,24,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,24,0,10,Bayview,Bayview Hunters Point,Bayview Hunters Point,0,0,0,0,37.72729204,-122.3983717,POINT (-122.3983717 37.72729204)
2008-022,(6) Complete,901 Bush,901,Bush,St,94109,Ownership,On-site BMR Project,06/12/2008,06/11/2015,2008.0548,http://propertymap.sfplanning.org/?search=2008.0548,"2008.0548E,2008.0548T,2008.0548Z",38,5,38,5,0,0,0,2,2,1,0,0,0,0,0,0,0,0,5,0,0,3,Downtown/Civic Center,Nob Hill,,0,0,0,0,37.78952213,-122.4122771,POINT (-122.4122771 37.78952213)
2017-017,(5) First Construction Document Issued,719 Larkin St,719,Larkin,St,94109,Ownership,On-site BMR Project,05/18/2017,05/03/2020,2015-005329PRJ,http://propertymap.sfplanning.org/?search=2015-005329PRJ,"2015-005329CUA,2015-005329ENV,2015-005329PPA,2015-005329TDM,2015-005329VAR",42,6,42,6,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,6,Downtown/Civic Center,Tenderloin,,0,0,0,0,37.78454646,-122.4180727,POINT (-122.4180727 37.78454646)
2000-007,(6) Complete,The Metropolitan,333-355,1st,St,94105,Ownership,On-site BMR Project,11/02/2000,08/17/2005,1999.579,http://propertymap.sfplanning.org/?search=1999.579,"1999.579C,1999.579E,1999.579K",342,34,342,34,0,0,0,5,15,14,0,0,0,0,0,0,0,0,34,0,0,6,South of Market,Financial District/South Beach,Rincon Hill,0,0,0,0,37.78703112,-122.3936422,POINT (-122.3936422 37.78703112)
2016-052,(3) Design with Entitlements Approved,2224 Clement,2224,Clement,St,94121,Unknown,Fee Payment,05/12/2016,05/11/2023,2014-001676PRJ,http://propertymap.sfplanning.org/?search=2014-001676PRJ,"2014-001676CND,2014-001676CUA,2014-001676ENV,2014-001676PPA,2014-001676VAR",16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Outer Richmond,Outer Richmond,,0,0,0,0,37.78233459,-122.4834173,POINT (-122.4834173 37.78233459)
2006-018,(6) Complete,"Trinity Plaza Apartments, Phase I (Building A)",1167,Market,St,94103,Rental,On-site BMR Project,08/03/2006,01/15/2011,2002.1179,http://propertymap.sfplanning.org/?search=2002.1179,"2002.1179C,2002.1179E,2002.1179K,2002.1179M,2002.1179Q,2002.1179T,2002.1179W,2002.1179X,2002.1179Z",440,12,440,12,0,0,0,2,10,0,0,0,0,0,12,0,0,0,0,0,0,6,South of Market,South of Market,Downtown,0,0,0,0,37.77845686,-122.413427,POINT (-122.413427 37.77845686)
2005-013,(6) Complete,Candlestick Cove,101,Executive Park,0,94134,Ownership,On-site BMR Project,06/16/2005,12/11/2010,2003.1113,http://propertymap.sfplanning.org/?search=2003.1113,"2003.1113C,2003.1113K,2003.1113M",150,18,150,18,0,0,0,0,0,7,11,0,0,0,0,0,0,18,0,0,0,10,Bayview,Bayview Hunters Point,"Bayview Hunters Point, Candlestick Point, Executive Park",0,0,0,0,37.71288042,-122.3931159,POINT (-122.3931159 37.71288042)
2004-003,(6) Complete,Garfield Building,938-942,Market,St,94102,Ownership,Units for Off-site Project with On-site Obligation,06/03/2004,05/02/2010,2003.0587,http://propertymap.sfplanning.org/?search=2003.0587,"2003.0587E,2003.0587H,2003.0587K,2003.0587L,2003.0587Q,2003.0587U,2003.0587V,2003.0587X",28,13,17,2,0,11,0,0,5,6,2,0,0,0,0,0,0,0,13,0,0,6,Downtown/Civic Center,Tenderloin,Downtown,2004-001,Ritz Carlton I,0,0,37.78380452,-122.408867,POINT (-122.408867 37.78380452)
2015-044,(5) First Construction Document Issued,1463 Lombard,1463,Lombard,St,94123,Ownership,On-site BMR Project,10/08/2015,02/27/2019,2013.1022,http://propertymap.sfplanning.org/?search=2013.1022,"2013.1022C,2013.1022E,2013.1022PPA,2013.1022U",14,3,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,2,Marina,Marina,Van Ness Corridor,0,0,0,0,37.80089147,-122.4255467,POINT (-122.4255467 37.80089147)
2012-025,(6) Complete,8 Octavia,4-20,Octavia,Blvd,94102,Ownership,On-site BMR Project,09/06/2012,03/02/2015,2011.0931,http://propertymap.sfplanning.org/?search=2011.0931,"2011.0931C,2011.0931E,2011.0931E_3,2011.0931U",47,7,47,7,0,0,0,2,0,5,0,0,0,0,0,0,0,0,7,0,0,5,Western Addition,Hayes Valley,Market and Octavia,0,0,0,0,37.77252414,-122.4234696,POINT (-122.4234696 37.77252414)
2004-019,(6) Complete,The Royal,201,Sansome,St,94104,Ownership,On-site BMR Project,11/18/2004,07/13/2007,2004.0551,http://propertymap.sfplanning.org/?search=2004.0551,"2004.0551A,2004.0551E,2004.0551V,2004.0551X",46,5,46,5,0,0,0,0,3,2,0,0,0,0,0,0,0,0,5,0,0,3,Financial District,Financial District/South Beach,Downtown,0,0,0,0,37.79225686,-122.4012423,POINT (-122.4012423 37.79225686)
2011-004,(3) Design with Entitlements Approved,Parkmerced - Phase IA & 1B,3711,19th,Ave,94132,Unknown,Combination Project,02/10/2011,02/08/2018,2008.0021,http://propertymap.sfplanning.org/?search=2008.0021,"2008.0021C,2008.0021E,2008.0021E_11,2008.0021E_3,2008.0021E_5,2008.0021E_7,2008.0021E_9,2008.0021K,2008.0021M,2008.0021P,2008.0021T,2008.0021U,2008.0021U_3,2008.0021W,2008.0021Z",957,48,957,48,0,0,0,10,21,11,6,0,0,0,0,48,0,0,0,0,0,7,Lakeshore,Lakeshore,"Parkmerced, Western Shoreline",0,0,0,0,37.71701001,-122.4789231,POINT (-122.4789231 37.71701001)
2016-010,(4) Site Work Permit Issued,2238-2254 Market,2238,Market,St,94114,Rental,On-site BMR Project,02/11/2016,12/07/2020,2014.1510,http://propertymap.sfplanning.org/?search=2014.1510,"2014.1510CND,2014.1510CUA,2014.1510ENV,2014.1510SHD,2014.1510SUB,2014.1510U",45,5,45,5,0,0,0,2,1,2,0,0,0,0,0,0,0,5,0,0,0,8,Castro/Upper Market,Castro/Upper Market,Market and Octavia,0,0,0,0,37.76546171,-122.432267,POINT (-122.432267 37.76546171)
2002-015,(6) Complete,"Candlestick Point - The Cove, Phase I",1 & 101,Crescent,Way,94134,Ownership,On-site BMR Project,04/06/2000,04/05/2007,1990.299,http://propertymap.sfplanning.org/?search=1990.299,"1990.299C,1990.299C_3,1990.299C_4,1990.299E,1990.299E_2,1990.299E_3,1990.299M,1990.299S,1990.299Z",128,14,128,14,0,0,0,0,2,11,1,0,0,0,0,0,0,0,0,14,0,10,Bayview,Bayview Hunters Point,"Bayview Hunters Point, Executive Park",0,0,0,0,37.71022346,-122.3928568,POINT (-122.3928568 37.71022346)
2008-029,(6) Complete,570 Jessie,570,Jessie,St,94103,Rental,On-site BMR Project,10/23/2008,08/21/2017,2005.1018,http://propertymap.sfplanning.org/?search=2005.1018,"2005.1018E,2005.1018K,2005.1018V,2005.1018X",47,6,47,6,0,0,0,4,2,0,0,0,0,0,6,0,0,0,0,0,0,6,South of Market,South of Market,Downtown,0,0,0,0,37.78077928,-122.4103103,POINT (-122.4103103 37.78077928)
2010-010,(6) Complete,Mosso,900,Folsom,St,94103,Rental,On-site BMR Project,05/20/2010,06/23/2016,2007.0689,http://propertymap.sfplanning.org/?search=2007.0689,"2007.0689C,2007.0689E,2007.0689E_3,2007.0689E_5,2007.0689E_6,2007.0689E_8,2007.0689K,2007.0689Q,2007.0689S,2007.0689U,2007.0689V,2007.0689X",281,42,281,42,0,0,0,2,22,18,0,0,0,0,42,0,0,0,0,0,0,6,South of Market,South of Market,"Central SoMa, East SoMa (EN), South of Market",0,0,0,0,37.78008158,-122.4042148,POINT (-122.4042148 37.78008158)
2003-019,(6) Complete,The Infinity,300,Spear,St,94105,Ownership,Off-site BMR Project,09/04/2003,11/17/2010,2000.109,http://propertymap.sfplanning.org/?search=2000.109,"2000.109C,2000.109D",655,0,655,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Castro/Upper Market,Castro/Upper Market,,0,0,2003-007,888 7th,37.76441478,-122.4434286,POINT (-122.4434286 37.76441478)
2017-023,(3) Design with Entitlements Approved,301 6th Street,301,6th,St,94107,Rental,On-site BMR Project,10/05/2017,10/03/2024,2013.0538,http://propertymap.sfplanning.org/?search=2013.0538,"2013.0538E,2013.0538ENX,2013.0538SHD,2013.0538TDM,2013.0538U",95,13,95,13,0,0,0,3,5,5,0,0,0,0,13,0,0,0,0,0,0,6,South of Market,South of Market,"Central SoMa, East SoMa (EN), South of Market",0,0,0,0,37.77844191,-122.4050864,POINT (-122.4050864 37.77844191)
2007-010,(6) Complete,231 Franklin,231,Franklin,St,94102,Unknown,Fee Payment,04/05/2007,07/02/2010,2005.0731,http://propertymap.sfplanning.org/?search=2005.0731,"2005.0731C,2005.0731E,2005.0731K,2005.0731V,V07-112",32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Downtown/Civic Center,Hayes Valley,Market and Octavia,0,0,0,0,37.77679593,-122.4215863,POINT (-122.4215863 37.77679593)
1994-002,(6) Complete,Villa North Beach,690,Chestnut,St,94133,Ownership,On-site BMR Project,10/06/1994,05/11/1995,1994.364,http://propertymap.sfplanning.org/?search=1994.364,1994.364C,117,4,117,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,North Beach,North Beach,,0,0,0,0,37.80392988,-122.4140636,POINT (-122.4140636 37.80392988)
2005-002,(6) Complete,Bayshore,2428,Bayshore,Blvd,94134,Ownership,Units for Off-site Project,01/01/2005,06/30/2006,2004.1032,http://propertymap.sfplanning.org/?search=2004.1032,"2004.1032D,2004.1032D_11,2004.1032D_3,2004.1032D_5,2004.1032D_7,2004.1032D_9,2004.1032Q",12,12,0,0,0,12,0,0,1,10,1,0,0,0,0,0,0,0,12,0,0,10,Visitacion Valley,Visitacion Valley,Schlage Lock,"2003-003, 2005-028","1635 California, 680 Illinois",0,0,37.71097095,-122.4043759,POINT (-122.4043759 37.71097095)
1999-004,(6) Complete,Magnolia Place,1888,Lombard,St,94123,Rental,On-site BMR Project,05/13/1999,09/18/2001,1998.523,http://propertymap.sfplanning.org/?search=1998.523,"1998.523C,1998.523E,1998.523V",27,3,27,3,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,2,Marina,Marina,,0,0,0,0,37.80060766,-122.4324682,POINT (-122.4324682 37.80060766)
2016-111,(3) Design with Entitlements Approved,249 Pennsylvania Ave,249,Pennsylvania,Ave,94107,Rental,On-site BMR Project,11/03/2016,11/02/2023,2014.1279,http://propertymap.sfplanning.org/?search=2014.1279,"2014.1279ENV,2014.1279ENX,2014.1279U,2014.1279U_OLD",59,10,59,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,Potrero Hill,Potrero Hill,Showplace Square/Potrero Hill (EN),0,0,0,0,37.76361258,-122.3933891,POINT (-122.3933891 37.76361258)
2005-007,(6) Complete,30 Dore,30,Dore,St,94103,Rental,On-site BMR Project,02/24/2005,07/24/2007,2004.0396,http://propertymap.sfplanning.org/?search=2004.0396,"05-060,2004.0396E,2004.0396K",42,4,42,4,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,0,0,6,South of Market,South of Market,"South of Market, Western SoMa (EN)",0,0,0,0,37.77397422,-122.4133944,POINT (-122.4133944 37.77397422)
2002-010,(6) Complete,Symphony Towers,750,Van Ness,Ave,94102,Ownership,On-site BMR Project,06/20/2002,02/11/2011,2001.0535,http://propertymap.sfplanning.org/?search=2001.0535,"2001.0535C,2001.0535E,2001.0535K,2001.0535V,V02-163",130,16,130,16,0,0,0,8,7,1,0,0,0,0,0,0,0,0,16,0,0,6,Downtown/Civic Center,Tenderloin,Van Ness Corridor,0,0,0,0,37.78237882,-122.4201633,POINT (-122.4201633 37.78237882)
2005-001,(6) Complete,788 Minna,121,09th,St,94103,Ownership,On-site BMR Project,01/01/2005,07/28/2011,2005.0200,http://propertymap.sfplanning.org/?search=2005.0200,"2005.0200E,2005.0200K,2005.0200Q,2005.0200V",18,2,18,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,6,South of Market,South of Market,"East SoMa (EN), South of Market, Western SoMa (EN)",0,0,0,0,37.7760674,-122.4140738,POINT (-122.4140738 37.7760674)
2016-019,(5) First Construction Document Issued,88 Arkansas,88,Arkansas,St,94107,Rental,On-site BMR Project,03/03/2016,03/17/2020,2015-000453PRJ,http://propertymap.sfplanning.org/?search=2015-000453PRJ,"2014-003150PPA,2015-000453CND,2015-000453ENV,2015-000453ENX,2015-000453SHD",127,25,127,25,0,0,0,5,10,8,2,0,0,0,25,0,0,0,0,0,0,10,Potrero Hill,Mission Bay,Showplace Square/Potrero Hill (EN),0,0,0,0,37.76535092,-122.399134,POINT (-122.399134 37.76535092)
2011-026,(6) Complete,1945 Hyde,1945,Hyde,St,94109,Unknown,Fee Payment,06/06/2011,02/02/2015,2010.0162,http://propertymap.sfplanning.org/?search=2010.0162,"12-008,2010.0162D,2010.0162D_3,2010.0162E,2010.0162E_3,2010.0162E_4,2010.0162Q,2010.0162V",7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,Russian Hill,,0,0,0,0,37.79882331,-122.4192632,POINT (-122.4192632 37.79882331)
2003-028,(6) Complete,Union,2101,Bryant,St,94110,Ownership,On-site BMR Project,09/18/2003,12/19/2008,2003.0244,http://propertymap.sfplanning.org/?search=2003.0244,2003.0244C,76,9,76,9,0,0,0,0,2,4,3,0,0,0,0,0,8,0,1,0,0,10,Mission,Mission,Mission (EN),0,0,0,0,37.75982607,-122.4095585,POINT (-122.4095585 37.75982607)
2011-035,(3) Design with Entitlements Approved,Parkmerced - Phase 2,3711,19th,Ave,94132,Unknown,On-site BMR Project/Fee Payment,02/10/2011,02/08/2018,2008.0021,http://propertymap.sfplanning.org/?search=2008.0021,"2008.0021C,2008.0021E,2008.0021E_11,2008.0021E_3,2008.0021E_5,2008.0021E_7,2008.0021E_9,2008.0021K,2008.0021M,2008.0021P,2008.0021T,2008.0021U,2008.0021U_3,2008.0021W,2008.0021Z",711,36,711,35.51445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Lakeshore,Lakeshore,"Parkmerced, Western Shoreline",0,0,0,0,37.71701001,-122.4789231,POINT (-122.4789231 37.71701001)
